file_name,column_type
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,UNKNOWN
instance_35_v4.json,UNKNOWN
instance_35_v4.json,datetime
instance_35_v4.json,UNKNOWN
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,CARDINAL
instance_35_v4.json,UNKNOWN
instance_35_v4.json,UNKNOWN
instance_35_v4.json,datetime
instance_35_v4.json,UNKNOWN
instance_35_v4.json,CARDINAL
